,timestamp,bidprice,bidsize,askprice,asksize
0,2021-08-11T20:38:57.726941Z,46583.51,0.29,46588.0,5.7
1,2021-08-11T20:38:57.745235Z,46583.04,0.00656826,46588.0,5.7
2,2021-08-11T20:38:57.753084Z,46583.04,0.00656826,46588.0,5.7
3,2021-08-11T20:38:57.952995Z,46583.04,0.00656826,46588.0,5.7
4,2021-08-11T20:38:58.008012Z,46585.39,0.0311114,46588.0,5.7
5,2021-08-11T20:38:58.008148Z,46584.57,0.1577,46588.0,5.7
6,2021-08-11T20:38:58.080894Z,46583.77,0.1577,46587.99,0.0311114
7,2021-08-11T20:38:58.094712Z,46583.77,0.1577,46587.99,0.0311114
8,2021-08-11T20:38:58.094750Z,46583.77,0.1577,46588.0,5.7
9,2021-08-11T20:38:58.308300Z,46583.66,0.21464183,46588.0,5.7
10,2021-08-11T20:38:58.444852Z,46583.67,0.0311114,46588.0,5.7
11,2021-08-11T20:38:58.444867Z,46583.66,0.21464183,46588.0,5.7
12,2021-08-11T20:38:58.463583Z,46583.66,0.21464183,46588.0,5.7
13,2021-08-11T20:38:59.179665Z,46583.67,0.03044964,46588.0,5.7
14,2021-08-11T20:38:59.180274Z,46583.66,0.21464183,46588.0,5.7
15,2021-08-11T20:39:00.950503Z,46585.59,0.1577,46588.0,5.7
16,2021-08-11T20:39:00.965162Z,46585.59,0.1577,46588.0,5.7
17,2021-08-11T20:39:01.222903Z,46585.59,0.1577,46587.99,0.0309922
18,2021-08-11T20:39:01.223288Z,46585.59,0.1577,46588.0,5.7
19,2021-08-11T20:39:01.504984Z,46585.59,0.1577,46587.99,0.0309922
20,2021-08-11T20:39:01.515797Z,46584.79,0.0309922,46587.99,0.0309922
21,2021-08-11T20:39:01.524398Z,46584.78,0.1577,46587.99,0.0309922
22,2021-08-11T20:39:01.538518Z,46584.78,0.1577,46587.99,0.0309922
23,2021-08-11T20:39:01.657900Z,46585.59,0.1577,46588.0,5.7
24,2021-08-11T20:39:01.897147Z,46585.59,0.1577,46587.99,0.02989197
25,2021-08-11T20:39:01.897718Z,46585.59,0.1577,46588.0,5.7
26,2021-08-11T20:39:02.148977Z,46585.59,0.1577,46587.99,0.02989197
27,2021-08-11T20:39:02.149112Z,46585.59,0.1577,46588.0,5.7
